Jugador,Seleccion,Posicion,Edad,Edad_FBref,Altura,Temporada,Tipo_Lesion,Desde,Hasta,Dias_Baja,Partidos_Perdidos,prior_injuries,prior_days_out,days_since_last_injury,will_be_injured_next_6months,Country,#,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country,MarketValue_EUR,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Playing Time_Mn/MP,Playing Time_Min%,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,GK_Playing Time_Starts,GK_Playing Time_Min,GK_Playing Time_90s,GK_Performance_GA,GK_Performance_GA90,GK_Performance_SoTA,GK_Performance_Saves,GK_Performance_Save%,GK_Performance_W,GK_Performance_D,GK_Performance_L,GK_Performance_CS,GK_Performance_CS%,GK_Penalty Kicks_PKatt,GK_Penalty Kicks_PKA,GK_Penalty Kicks_PKsv,GK_Penalty Kicks_PKm,GK_Penalty Kicks_Save%,MP_allcomps,Playing Time_Starts_allcomps,Playing Time_Min_allcomps,Playing Time_90s_allcomps,Performance_Gls_allcomps,Performance_Ast_allcomps,Performance_G+A_allcomps,Performance_G-PK_allcomps,Performance_PK_allcomps,Performance_PKatt_allcomps,Performance_CrdY_allcomps,Performance_CrdR_allcomps,Per 90 Minutes_Gls_allcomps,Per 90 Minutes_Ast_allcomps,Per 90 Minutes_G+A_allcomps,Per 90 Minutes_G-PK_allcomps,Per 90 Minutes_G+A-PK_allcomps,90s_allcomps,Standard_Gls_allcomps,Standard_Sh_allcomps,Standard_SoT_allcomps,Standard_SoT%_allcomps,Standard_Sh/90_allcomps,Standard_SoT/90_allcomps,Standard_G/Sh_allcomps,Standard_G/SoT_allcomps,Standard_PK_allcomps,Standard_PKatt_allcomps,Performance_2CrdY_allcomps,Performance_Fls_allcomps,Performance_Fld_allcomps,Performance_Off_allcomps,Performance_Crs_allcomps,Performance_Int_allcomps,Performance_TklW_allcomps,Performance_PKwon_allcomps,Performance_PKcon_allcomps,Performance_OG_allcomps,Playing Time_Mn/MP_allcomps,Playing Time_Min%_allcomps,Starts_allcomps,Starts_Mn/Start_allcomps,Starts_Compl_allcomps,Subs_allcomps,Subs_Mn/Sub_allcomps,Subs_unSub_allcomps,Team Success_PPM_allcomps,Team Success_onG_allcomps,Team Success_onGA_allcomps,Team Success_+/-_allcomps,Team Success_+/-90_allcomps,Team Success_On-Off_allcomps,Performance_GA_allcomps,Performance_GA90_allcomps,Performance_SoTA_allcomps,Performance_Saves_allcomps,Performance_Save%_allcomps,Performance_W_allcomps,Performance_D_allcomps,Performance_L_allcomps,Performance_CS_allcomps,Performance_CS%_allcomps,Penalty Kicks_PKatt_allcomps,Penalty Kicks_PKA_allcomps,Penalty Kicks_PKsv_allcomps,Penalty Kicks_PKm_allcomps,Penalty Kicks_Save%_allcomps,injury_count_last_12m,total_days_out_last_12m,avg_recovery_time,is_recurrent,months_since_last_injury,injury_frequency,injury_severity_score
Carney Chukwuemeka,Austria,MF,,22-234,1.87,23/24,Unknown Injury,2024-04-25,2024-05-18,24.0,5.0,6,178.0,23.0,1,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,6.0,199.0,29.666666666666668,False,0.7555847568988173,5.987704918032788,2
Carney Chukwuemeka,Austria,MF,,22-234,1.87,24/25,Ill,2024-10-02,2024-10-04,3.0,1.0,7,202.0,137.0,1,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,6.0,155.0,28.857142857142858,False,4.50065703022339,4.86074144486692,1
Carney Chukwuemeka,Austria,MF,,22-234,1.87,24/25,Ill,2024-12-20,2024-12-31,12.0,3.0,8,205.0,77.0,1,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,6.0,83.0,25.625,True,2.5295663600525624,4.829752066115702,1
Carney Chukwuemeka,Austria,MF,,22-234,1.87,24/25,Knee Problems,2025-02-07,2025-02-10,4.0,1.0,9,217.0,38.0,1,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,6.0,79.0,24.11111111111111,False,1.2483574244415243,5.026376146788991,3
Carney Chukwuemeka,Austria,MF,,22-234,1.87,24/25,Knee Problems,2025-02-12,2025-02-16,5.0,1.0,10,221.0,2.0,1,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,7.0,84.0,22.1,True,0.0657030223390276,5.542488619119879,3
Carney Chukwuemeka,Austria,MF,,22-234,1.87,24/25,Muscular Problems,2025-03-03,2025-03-10,8.0,2.0,11,226.0,15.0,1,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,7.0,65.0,20.545454545454547,False,0.4927726675427069,5.925884955752212,2
Carney Chukwuemeka,Austria,MF,,22-234,1.87,24/25,Minor Knock,2025-04-14,2025-04-18,5.0,1.0,12,234.0,35.0,1,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,7.0,61.0,19.5,False,1.149802890932983,6.0875,1
Carney Chukwuemeka,Austria,MF,,22-234,1.87,24/25,Ill,2025-06-30,2025-07-03,4.0,,13,239.0,73.0,0,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,7.0,41.0,18.384615384615383,True,2.3981603153745072,5.957653701380176,1
Carney Chukwuemeka,Austria,MF,,22-234,1.87,25/26,Muscular Problems,2026-02-27,2026-03-11,13.0,2.0,14,243.0,239.0,0,Austria,17.0,MF,Dortmund,"Eisenstadt, Austria",2003-10-20,22.6407,1.de,Austria,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.6,0.0,0.0,0.0,6.0,58.0,0.0,3.0,6.0,2.0,2.0,2.05,0.07,,,,,,,,,,,,,,,,4.0,30.0,17.357142857142858,True,7.851511169513797,4.921559191530317,2
Casemiro,Brazil,MF,,34-108,1.85,14/15,Ankle Sprain,2014-09-25,2014-10-16,22.0,4.0,0,0.0,,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,1.0,22.0,0.0,False,,0.0,3
Casemiro,Brazil,,,34-108,1.85,14/15,Ankle Sprain,2014-09-25,2014-10-16,22.0,4.0,1,22.0,-21.0,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,2.0,44.0,22.0,True,0.0,0.0,3
Casemiro,Brazil,MF,,34-108,1.85,15/16,Minor Knock,2016-04-14,2016-04-18,5.0,1.0,2,44.0,546.0,1,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,1.0,5.0,22.0,False,17.936925098554532,1.2883597883597884,1
Casemiro,Brazil,,,34-108,1.85,15/16,Minor Knock,2016-04-14,2016-04-18,5.0,1.0,3,49.0,-4.0,1,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,2.0,10.0,16.333333333333332,True,0.0,1.9325396825396823,1
Casemiro,Brazil,MF,,34-108,1.85,15/16,Muscular Problems,2016-05-02,2016-05-08,7.0,1.0,4,54.0,14.0,1,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,3.0,17.0,13.5,False,0.4599211563731931,2.497435897435897,2
Casemiro,Brazil,,,34-108,1.85,15/16,Muscular Problems,2016-05-02,2016-05-08,7.0,1.0,5,61.0,-6.0,1,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,4.0,24.0,12.2,True,0.0,3.1217948717948723,2
Casemiro,Brazil,MF,,34-108,1.85,16/17,Fracture Of Fibula Shaft,2016-09-19,2016-11-25,68.0,17.0,6,68.0,134.0,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,5.0,92.0,11.333333333333334,False,4.402102496714849,3.0227586206896557,5
Casemiro,Brazil,,,34-108,1.85,16/17,Fracture Of Fibula Shaft,2016-09-19,2016-11-25,68.0,17.0,7,136.0,-67.0,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,6.0,160.0,19.428571428571427,True,0.0,3.5265517241379314,5
Casemiro,Brazil,MF,,34-108,1.85,17/18,Stomach Problems,2018-02-26,2018-02-28,3.0,1.0,8,204.0,458.0,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,1.0,3.0,25.5,False,15.045992115637318,2.3376,2
Casemiro,Brazil,,,34-108,1.85,17/18,Stomach Problems,2018-02-26,2018-02-28,3.0,1.0,9,207.0,-2.0,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,2.0,6.0,23.0,True,0.0,2.6298,2
Casemiro,Brazil,,,34-108,1.85,18/19,Ankle Sprain,2018-11-12,2018-12-17,36.0,9.0,10,210.0,257.0,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,3.0,42.0,21.0,True,8.442838370565045,2.4204771371769382,3
Casemiro,Brazil,MF,,34-108,1.85,18/19,Ankle Sprain,2018-11-12,2018-12-17,36.0,9.0,11,246.0,-35.0,0,Brazil,5.0,MF,Manchester Utd,"São José dos Campos, Brazil",1992-02-23,34.2957,1.eng,Brazil,6000000.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,24.0,45.0,4.85,2.0,2.0,4.0,2.0,0.0,0.0,10.0,0.0,0.1225,0.1225,0.245,0.1225,0.245,4.85,2.0,14.0,4.0,28.6,0.6833333333333332,0.1933333333333333,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,6.0,12.0,22.0,0.0,0.0,0.0,261.0,48.35,24.0,261.0,10.0,0.0,0.0,0.0,1.8125,30.0,16.0,3.5,0.505,-0.5175000000000001,,,,,,,,,,,,,,,,4.0,78.0,22.363636363636363,True,0.0,2.6625248508946324,3
