Jugador,Seleccion,Posicion,Edad,Edad_FBref,Altura,Temporada,Tipo_Lesion,Desde,Hasta,Dias_Baja,Partidos_Perdidos,prior_injuries,prior_days_out,days_since_last_injury,will_be_injured_next_6months,Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country,MarketValue_EUR,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Playing Time_Mn/MP,Playing Time_Min%,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,GK_Playing Time_Starts,GK_Playing Time_Min,GK_Playing Time_90s,GK_Performance_GA,GK_Performance_GA90,GK_Performance_SoTA,GK_Performance_Saves,GK_Performance_Save%,GK_Performance_W,GK_Performance_D,GK_Performance_L,GK_Performance_CS,GK_Performance_CS%,GK_Penalty Kicks_PKatt,GK_Penalty Kicks_PKA,GK_Penalty Kicks_PKsv,GK_Penalty Kicks_PKm,GK_Penalty Kicks_Save%,MP_allcomps,Playing Time_Starts_allcomps,Playing Time_Min_allcomps,Playing Time_90s_allcomps,Performance_Gls_allcomps,Performance_Ast_allcomps,Performance_G+A_allcomps,Performance_G-PK_allcomps,Performance_PK_allcomps,Performance_PKatt_allcomps,Performance_CrdY_allcomps,Performance_CrdR_allcomps,Per 90 Minutes_Gls_allcomps,Per 90 Minutes_Ast_allcomps,Per 90 Minutes_G+A_allcomps,Per 90 Minutes_G-PK_allcomps,Per 90 Minutes_G+A-PK_allcomps,90s_allcomps,Standard_Gls_allcomps,Standard_Sh_allcomps,Standard_SoT_allcomps,Standard_SoT%_allcomps,Standard_Sh/90_allcomps,Standard_SoT/90_allcomps,Standard_G/Sh_allcomps,Standard_G/SoT_allcomps,Standard_PK_allcomps,Standard_PKatt_allcomps,Performance_2CrdY_allcomps,Performance_Fls_allcomps,Performance_Fld_allcomps,Performance_Off_allcomps,Performance_Crs_allcomps,Performance_Int_allcomps,Performance_TklW_allcomps,Performance_PKwon_allcomps,Performance_PKcon_allcomps,Performance_OG_allcomps,Playing Time_Mn/MP_allcomps,Playing Time_Min%_allcomps,Starts_allcomps,Starts_Mn/Start_allcomps,Starts_Compl_allcomps,Subs_allcomps,Subs_Mn/Sub_allcomps,Subs_unSub_allcomps,Team Success_PPM_allcomps,Team Success_onG_allcomps,Team Success_onGA_allcomps,Team Success_+/-_allcomps,Team Success_+/-90_allcomps,Team Success_On-Off_allcomps,Performance_GA_allcomps,Performance_GA90_allcomps,Performance_SoTA_allcomps,Performance_Saves_allcomps,Performance_Save%_allcomps,Performance_W_allcomps,Performance_D_allcomps,Performance_L_allcomps,Performance_CS_allcomps,Performance_CS%_allcomps,Penalty Kicks_PKatt_allcomps,Penalty Kicks_PKA_allcomps,Penalty Kicks_PKsv_allcomps,Penalty Kicks_PKm_allcomps,Penalty Kicks_Save%_allcomps
Giorgian de Arrascaeta,Uruguay,"FW,MF",,32-010,1.77,25/26,Muscle Injury,2026-06-02,,14.0,,14,278.0,1.0,0,Uruguay,10.0,Giorgian de Arrascaeta,"FW,MF",Flamengo,"Nuevo Berlín, Uruguay",1994-06-01,32.0274,1.br,Uruguay,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,175.0,4.7,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.22333333333333336,0.0,0.22333333333333336,0.22333333333333336,0.22333333333333336,4.7,4.0,28.0,10.0,35.7,2.73,0.97,0.28,0.8,0.0,0.0,0.0,14.0,20.0,0.0,72.0,2.0,8.0,0.0,0.0,0.0,210.0,53.699999999999996,16.0,231.0,2.0,4.0,48.0,4.0,1.2266666666666666,10.0,8.0,0.6666666666666666,0.006666666666666672,-6.433333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,20/21,Knock,2020-11-22,2020-11-28,7.0,1.0,0,0.0,,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,20/21,Knock,2020-11-22,2020-11-28,7.0,1.0,1,7.0,-6.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,20/21,Hamstring Injury,2020-12-20,2021-03-14,85.0,21.0,2,14.0,22.0,0,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,20/21,Hamstring Injury,2020-12-20,2021-03-14,85.0,21.0,3,99.0,-84.0,0,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,21/22,Quarantine,2021-09-09,2021-09-17,9.0,3.0,4,184.0,179.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,21/22,Quarantine,2021-09-09,2021-09-17,9.0,3.0,5,193.0,-8.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,21/22,Knee Injury,2021-11-18,2021-12-15,28.0,5.0,6,202.0,62.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,21/22,Knee Injury,2021-11-18,2021-12-15,28.0,5.0,7,230.0,-27.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,21/22,Shin Injury,2021-12-25,2021-12-30,6.0,2.0,8,258.0,10.0,0,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,21/22,Shin Injury,2021-12-25,2021-12-30,6.0,2.0,9,264.0,-5.0,0,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,22/23,Muscle Tear,2022-10-31,2022-12-19,50.0,12.0,10,270.0,305.0,0,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,22/23,Muscle Tear,2022-10-31,2022-12-19,50.0,12.0,11,320.0,-49.0,0,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,23/24,Hamstring Injury,2023-08-29,2023-10-05,38.0,6.0,12,370.0,253.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,23/24,Hamstring Injury,2023-08-29,2023-10-05,38.0,6.0,13,408.0,-37.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,23/24,Unknown Injury,2023-12-14,2023-12-22,9.0,1.0,15,455.0,-8.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,23/24,Unknown Injury,2023-12-14,2023-12-22,9.0,1.0,14,446.0,70.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,23/24,Muscle Injury,2024-01-06,2024-02-11,37.0,5.0,16,464.0,15.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,23/24,Muscle Injury,2024-01-06,2024-02-11,37.0,5.0,17,501.0,-36.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,23/24,Knee Problems,2024-05-15,2024-05-20,6.0,1.0,18,538.0,94.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,23/24,Knee Problems,2024-05-15,2024-05-20,6.0,1.0,19,544.0,-5.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,24/25,Hamstring Injury,2024-10-17,2024-11-18,33.0,6.0,20,550.0,150.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,24/25,Hamstring Injury,2024-10-17,2024-11-18,33.0,6.0,21,583.0,-32.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,"FW,MF",,30-063,1.77,24/25,Adductor Injury,2025-01-12,2025-02-01,21.0,3.0,22,616.0,55.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
Giovani Lo Celso,Argentina,,,30-063,1.77,24/25,Adductor Injury,2025-01-12,2025-02-01,21.0,3.0,23,637.0,-20.0,1,Argentina,11.0,Giovani Lo Celso,"FW,MF",Real Betis,"Rosario, Argentina",1996-04-09,30.1725,1.es,Argentina,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,107.0,2.6666666666666665,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4066666666666667,0.4066666666666667,0.0,0.4066666666666667,2.6666666666666665,0.0,6.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,16.0,4.0,2.0,0.0,0.0,0.0,115.0,21.099999999999998,8.0,183.0,0.0,14.0,32.0,4.0,2.2600000000000002,14.0,4.0,3.3333333333333335,1.5,-0.36333333333333334,,,,,,,,,,,,,,,
