Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country,MarketValue_EUR,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Playing Time_Mn/MP,Playing Time_Min%,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,GK_Playing Time_Starts,GK_Playing Time_Min,GK_Playing Time_90s,GK_Performance_GA,GK_Performance_GA90,GK_Performance_SoTA,GK_Performance_Saves,GK_Performance_Save%,GK_Performance_W,GK_Performance_D,GK_Performance_L,GK_Performance_CS,GK_Performance_CS%,GK_Penalty Kicks_PKatt,GK_Penalty Kicks_PKA,GK_Penalty Kicks_PKsv,GK_Penalty Kicks_PKm,GK_Penalty Kicks_Save%,MP_allcomps,Playing Time_Starts_allcomps,Playing Time_Min_allcomps,Playing Time_90s_allcomps,Performance_Gls_allcomps,Performance_Ast_allcomps,Performance_G+A_allcomps,Performance_G-PK_allcomps,Performance_PK_allcomps,Performance_PKatt_allcomps,Performance_CrdY_allcomps,Performance_CrdR_allcomps,Per 90 Minutes_Gls_allcomps,Per 90 Minutes_Ast_allcomps,Per 90 Minutes_G+A_allcomps,Per 90 Minutes_G-PK_allcomps,Per 90 Minutes_G+A-PK_allcomps,90s_allcomps,Standard_Gls_allcomps,Standard_Sh_allcomps,Standard_SoT_allcomps,Standard_SoT%_allcomps,Standard_Sh/90_allcomps,Standard_SoT/90_allcomps,Standard_G/Sh_allcomps,Standard_G/SoT_allcomps,Standard_PK_allcomps,Standard_PKatt_allcomps,Performance_2CrdY_allcomps,Performance_Fls_allcomps,Performance_Fld_allcomps,Performance_Off_allcomps,Performance_Crs_allcomps,Performance_Int_allcomps,Performance_TklW_allcomps,Performance_PKwon_allcomps,Performance_PKcon_allcomps,Performance_OG_allcomps,Playing Time_Mn/MP_allcomps,Playing Time_Min%_allcomps,Starts_allcomps,Starts_Mn/Start_allcomps,Starts_Compl_allcomps,Subs_allcomps,Subs_Mn/Sub_allcomps,Subs_unSub_allcomps,Team Success_PPM_allcomps,Team Success_onG_allcomps,Team Success_onGA_allcomps,Team Success_+/-_allcomps,Team Success_+/-90_allcomps,Team Success_On-Off_allcomps,Performance_GA_allcomps,Performance_GA90_allcomps,Performance_SoTA_allcomps,Performance_Saves_allcomps,Performance_Save%_allcomps,Performance_W_allcomps,Performance_D_allcomps,Performance_L_allcomps,Performance_CS_allcomps,Performance_CS%_allcomps,Penalty Kicks_PKatt_allcomps,Penalty Kicks_PKA_allcomps,Penalty Kicks_PKsv_allcomps,Penalty Kicks_PKm_allcomps,Penalty Kicks_Save%_allcomps,total_injuries,total_days_out,avg_days_out,total_matches_missed,xg_overperformance,minutes_per_goal,discipline_score,impact_score_raw,position_encoded,league_tier,experience_level,goals_per_90,assists_per_90,shots_per_90,sot_per_90,tackles_won_per_90,interceptions_per_90,crosses_per_90,fouls_committed_per_90,fouls_drawn_per_90,offsides_per_90,cluster,Player_Profile,sofifa_id,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Expected_xG_proxy
Belgium,1.0,Thibaut Courtois,GK,Real Madrid,"Bree, Belgium",1992-05-11,34.0849,1.es,Belgium,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,180.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,50.0,12.0,270.0,12.0,0.0,0.0,0.0,2.723333333333333,46.0,4.0,14.0,3.5,1.7233333333333334,4.0,0.2766666666666666,10.0,6.0,60.0,10.0,2.0,0.0,10.0,86.10000000000001,0.0,0.0,0.0,0.0,,15,494,32.93333333333333,96,0.0,,0.0,1.20039444187588,1,1,1.4254656414931222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,Guardameta / Portero,192119.0,89.0,91.0,85500000.0,250000.0,,,,,,,14.0,14.0,13.0,13.0,20.0,23.0,42.0,52.0,62.0,84.0,45.0,56.0,68.0,38.0,70.0,17.0,23.0,15.0,13.0,44.0,66.0,20.0,18.0,16.0,84.0,89.0,74.0,86.0,88.0,0.0
Belgium,7.0,Kevin De Bruyne,"FW,MF",Napoli,"Gent, Belgium",1991-06-28,34.9528,1.it,Belgium,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,285.0,5.533333333333334,14.0,2.0,16.0,10.0,4.0,4.0,2.0,0.0,0.7766666666666667,0.1033333333333333,0.88,0.5666666666666668,0.6699999999999999,5.533333333333334,14.0,46.0,18.0,39.1,4.47,1.75,0.34,0.88,4.0,4.0,0.0,10.0,14.0,2.0,84.0,0.0,0.0,0.0,0.0,0.0,223.0,70.93333333333334,20.0,223.0,2.0,0.0,0.0,0.0,2.41,52.0,12.0,13.333333333333334,2.3833333333333333,-0.9533333333333333,,,,,,,,,,,,,,,,15,462,30.8,104,3.080000000000002,20.357142857142858,7.0,1.3033295494367092,4,1,2.4436507912970296,0.7766666666666667,0.1033333333333333,8.313253012048191,3.2530120481927707,0.0,0.0,15.180722891566264,1.8072289156626504,2.5301204819277103,0.36144578313253,0,Carrilero / Extremo de Volumen,192985.0,91.0,91.0,125500000.0,350000.0,76.0,86.0,93.0,88.0,64.0,78.0,94.0,82.0,55.0,88.0,83.0,91.0,76.0,76.0,79.0,91.0,78.0,91.0,63.0,89.0,74.0,91.0,76.0,66.0,88.0,94.0,89.0,68.0,65.0,53.0,15.0,13.0,5.0,10.0,13.0,10.919999999999998
Belgium,5.0,Maxim De Cuyper,"DF,MF",Brighton,"Knokke-Heist, Belgium",2000-12-22,25.4682,1.eng,Belgium,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,18.0,217.0,4.666666666666667,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,0.24,0.4233333333333333,0.6633333333333332,0.24,0.6633333333333332,4.666666666666667,4.0,22.0,10.0,45.5,2.39,1.09,0.36,0.8,0.0,0.0,0.0,8.0,6.0,2.0,70.0,2.0,6.0,0.0,0.0,0.0,170.0,58.73333333333333,18.0,200.0,0.0,4.0,42.0,2.0,2.303333333333333,42.0,8.0,11.333333333333334,2.3666666666666667,-0.66,,,,,,,,,,,,,,,,7,67,9.571428571428571,12,0.040000000000000036,54.25,8.0,0.9005231855544771,2,1,0.4262884151480087,0.24,0.4233333333333333,4.714285714285714,2.142857142857143,1.2857142857142856,0.4285714285714285,14.999999999999998,1.7142857142857142,1.2857142857142856,0.4285714285714285,0,Carrilero / Extremo de Volumen,,71.0,83.0,,,74.0,64.0,67.0,76.0,45.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96
Belgium,17.0,Charles De Ketelaere,"FW,MF",Atalanta,"Brugge, Belgium",2001-03-10,25.2546,1.it,Belgium,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,14.0,226.0,4.133333333333334,8.0,6.0,14.0,6.0,2.0,2.0,2.0,0.0,0.6666666666666666,0.4366666666666667,1.1033333333333333,0.48,0.9133333333333334,4.133333333333334,8.0,16.0,10.0,62.5,2.19,1.37,0.5,0.8,2.0,2.0,0.0,2.0,2.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,185.0,53.3,14.0,212.0,2.0,4.0,87.0,4.0,2.553333333333333,54.0,6.0,16.0,3.733333333333334,2.0733333333333337,,,,,,,,,,,,,,,,11,146,13.272727272727272,32,3.08,28.25,3.0,3.0811254674041857,4,1,-0.0312027368896916,0.6666666666666666,0.4366666666666667,3.870967741935484,2.419354838709677,1.4516129032258065,0.0,1.935483870967741,0.4838709677419354,0.4838709677419354,0.0,1,Atacante Eficiente / Creador,251470.0,75.0,85.0,12500000.0,19000.0,72.0,72.0,75.0,77.0,62.0,71.0,74.0,74.0,71.0,79.0,68.0,81.0,69.0,75.0,76.0,71.0,55.0,72.0,61.0,83.0,72.0,71.0,57.0,59.0,73.0,75.0,74.0,68.0,59.0,54.0,11.0,8.0,14.0,8.0,8.0,4.92
Belgium,16.0,Koni De Winter,DF,Milan,"Antwerpen, Belgium",2002-06-12,23.9966,1.it,Belgium,23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,124.0,2.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2433333333333333,0.2433333333333333,0.0,0.2433333333333333,2.4,0.0,2.0,2.0,100.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,162.0,30.73333333333333,4.0,242.0,2.0,8.0,123.0,10.0,2.0,16.0,14.0,0.6666666666666666,0.4266666666666667,-3.1466666666666665,,,,,,,,,,,,,,,,11,261,23.727272727272727,61,-0.4,,6.0,-1.2142084883384237,2,1,-0.9370060366617996,0.0,0.2433333333333333,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.0,3.333333333333333,1.6666666666666667,0.0,2,Defensor / Mediocampista Posicional,,67.0,79.0,,,73.0,51.0,59.0,64.0,53.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
Belgium,2.0,Zeno Debast,DF,Sporting CP,"Halle, Belgium",2003-10-24,22.6297,1.pt,Belgium,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,14.0,80.0,4.6000000000000005,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4266666666666666,0.0,0.4266666666666666,0.4266666666666666,0.4266666666666666,4.6000000000000005,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,208.0,51.53333333333333,14.0,237.0,12.0,2.0,38.0,0.0,2.1933333333333334,48.0,14.0,11.333333333333334,2.4066666666666667,-0.5966666666666667,,,,,,,,,,,,,,,,8,296,37.0,47,0.10000000000000009,40.0,3.0,0.3668058923003867,2,2,-0.849635369475249,0.4266666666666666,0.0,0.0,0.0,0.4347826086956521,0.4347826086956521,0.4347826086956521,1.3043478260869563,0.0,0.0,2,Defensor / Mediocampista Posicional,254262.0,61.0,81.0,850000.0,500.0,62.0,26.0,47.0,56.0,59.0,65.0,35.0,21.0,59.0,52.0,29.0,62.0,58.0,66.0,52.0,56.0,48.0,35.0,63.0,51.0,73.0,26.0,62.0,63.0,23.0,35.0,62.0,56.0,61.0,56.0,6.0,6.0,15.0,6.0,5.0,1.9
Belgium,11.0,Jeremy Doku,"FW,MF",Manchester City,"Antwerpen, Belgium",2002-05-27,24.0411,1.eng,Belgium,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,22.0,242.0,6.533333333333334,10.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.4033333333333333,0.5566666666666666,0.96,0.4033333333333333,0.96,6.533333333333334,10.0,54.0,20.0,37.0,3.79,1.4,0.38,1.0,0.0,0.0,0.0,8.0,48.0,6.0,40.0,2.0,2.0,0.0,0.0,0.0,215.0,79.43333333333334,22.0,229.0,10.0,2.0,56.0,0.0,2.36,64.0,16.0,16.0,2.473333333333333,-1.4333333333333336,,,,,,,,,,,,,,,,14,358,25.571428571428573,78,-2.4800000000000004,24.2,4.0,1.1916144688686514,4,1,0.2958262646795585,0.4033333333333333,0.5566666666666666,8.265306122448978,3.061224489795918,0.3061224489795918,0.3061224489795918,6.122448979591836,1.2244897959183672,7.346938775510203,0.9183673469387754,4,Goleador / Delantero de Área,246420.0,77.0,88.0,23000000.0,29000.0,92.0,66.0,67.0,83.0,25.0,67.0,68.0,67.0,37.0,86.0,44.0,78.0,94.0,90.0,95.0,75.0,88.0,73.0,76.0,70.0,68.0,59.0,58.0,18.0,74.0,73.0,72.0,22.0,28.0,25.0,11.0,10.0,8.0,9.0,12.0,12.48
Belgium,26.0,Matias Fernandez-Pardo,"FW,MF",Lille,"Brussels, Belgium",2005-02-03,21.3504,1.fr,Belgium,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.7,0.0,0.0,0.0,4.0,36.0,0.0,3.0,6.0,0.0,3.0,7.71,5.78,,,,,,,,,,,,,,,,5,98,19.6,17,0.0,,0.0,3.1592044386432176,4,1,-2.3716323495222067,0.3183333333333333,0.1375,2.2641509433962264,0.7018083878414775,0.0,0.0,1.5425181278839817,0.9761904761904762,0.8893280632411067,0.0,2,Defensor / Mediocampista Posicional,,65.0,75.0,,,73.0,57.0,58.0,69.0,47.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Belgium,12.0,Senne Lammens,GK,Manchester Utd,"Zottegem, Belgium",2002-07-07,23.9281,1.eng,Belgium,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,90.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,18.066666666666663,4.0,270.0,4.0,0.0,0.0,14.0,3.0,24.0,4.0,6.666666666666667,5.0,2.776666666666667,4.0,1.0,2.0,2.0,100.0,4.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,,1,12,12.0,2,0.0,,0.0,1.9679998156284628,1,1,-1.767988202859246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,Guardameta / Portero,254803.0,64.0,81.0,1300000.0,500.0,,,,,,,14.0,10.0,14.0,15.0,11.0,19.0,19.0,25.0,40.0,58.0,27.0,44.0,31.0,29.0,63.0,8.0,29.0,15.0,6.0,30.0,36.0,7.0,15.0,12.0,70.0,60.0,58.0,58.0,67.0,0.0
Belgium,9.0,Romelu Lukaku,FW,Napoli,"Antwerpen, Belgium",1993-05-13,33.0794,1.it,Belgium,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,43.0,1.6,4.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0,1.153333333333333,0.8366666666666666,1.9933333333333327,0.8366666666666666,1.6766666666666667,1.6,4.0,10.0,4.0,40.0,2.63,1.05,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,162.0,18.5,4.0,172.0,2.0,4.0,44.0,0.0,2.5,16.0,6.0,3.333333333333333,3.143333333333333,0.4533333333333333,,,,,,,,,,,,,,,,15,434,28.933333333333334,88,1.6,10.75,0.0,3.949650206723884,4,1,0.7825278510791958,1.153333333333333,0.8366666666666666,6.25,2.5,0.0,0.0,2.5,0.0,0.0,0.0,1,Atacante Eficiente / Creador,192505.0,88.0,88.0,93500000.0,260000.0,84.0,87.0,74.0,78.0,39.0,83.0,73.0,92.0,89.0,83.0,66.0,77.0,81.0,87.0,60.0,91.0,52.0,89.0,76.0,71.0,95.0,74.0,71.0,27.0,89.0,75.0,86.0,30.0,41.0,30.0,8.0,15.0,14.0,7.0,10.0,2.4
Belgium,14.0,Dodi Lukebakio,"FW,MF",Benfica,"Asse, Belgium",1997-09-24,28.7118,1.pt,Belgium,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,117.0,1.2,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,1.75,1.75,1.2,8.0,4.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,97.0,18.23333333333333,2.0,142.0,0.0,8.0,72.0,10.0,2.643333333333333,10.0,8.0,0.6666666666666666,-0.2733333333333332,-3.2266666666666666,,,,,,,,,,,,,,,,8,269,33.625,46,7.52,14.625,1.0,2.2397211164312494,4,2,-0.0365387193226971,1.75,0.0,3.333333333333333,0.0,0.0,0.0,6.666666666666667,1.6666666666666667,0.0,0.0,1,Atacante Eficiente / Creador,231416.0,76.0,81.0,11500000.0,35000.0,84.0,75.0,69.0,79.0,31.0,60.0,67.0,74.0,56.0,82.0,65.0,79.0,82.0,85.0,76.0,76.0,70.0,83.0,68.0,69.0,68.0,71.0,28.0,26.0,75.0,69.0,74.0,31.0,29.0,24.0,9.0,7.0,14.0,11.0,12.0,0.48
Belgium,4.0,Brandon Mechele,DF,Club Brugge,"Bredene, Belgium",1993-01-28,33.3669,1.be,Belgium,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,174.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,2.0,2.0,2.0,2.0,100.0,0.9,0.9,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,163.0,29.2,6.0,246.0,4.0,4.0,50.0,14.0,3.0,34.0,4.0,10.0,5.123333333333333,3.44,,,,,,,,,,,,,,,,4,108,27.0,15,1.6,87.0,1.0,2.958268993545079,2,2,1.0535896381784655,0.41,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,3,Destructor / Recuperador,212204.0,76.0,77.0,7000000.0,24000.0,62.0,38.0,50.0,54.0,80.0,76.0,42.0,38.0,77.0,43.0,33.0,63.0,58.0,66.0,59.0,68.0,55.0,56.0,63.0,77.0,77.0,24.0,73.0,81.0,30.0,31.0,68.0,82.0,81.0,76.0,11.0,7.0,13.0,13.0,12.0,0.4
Belgium,15.0,Thomas Meunier,"DF,MF",Lille,"Sainte-Ode, Belgium",1991-09-12,34.7447,1.fr,Belgium,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,14.0,200.0,4.066666666666666,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,0.28,0.4833333333333333,0.7666666666666666,0.28,0.7666666666666666,4.066666666666666,4.0,18.0,8.0,44.4,2.31,1.03,0.44,1.0,0.0,0.0,0.0,18.0,2.0,0.0,24.0,18.0,8.0,0.0,0.0,0.0,150.0,51.8,14.0,208.0,4.0,8.0,57.0,0.0,2.4633333333333334,56.0,6.0,16.666666666666668,3.9500000000000006,2.6633333333333336,,,,,,,,,,,,,,,,15,412,27.466666666666665,72,0.7999999999999998,50.0,13.0,2.6042279224863023,2,1,2.598653285582486,0.28,0.4833333333333333,4.426229508196721,1.9672131147540983,1.9672131147540983,4.426229508196721,5.901639344262295,4.426229508196721,0.4918032786885246,0.0,3,Destructor / Recuperador,202371.0,77.0,77.0,9500000.0,48000.0,73.0,74.0,72.0,72.0,73.0,80.0,77.0,70.0,72.0,75.0,56.0,73.0,67.0,77.0,63.0,72.0,47.0,80.0,72.0,83.0,83.0,77.0,73.0,75.0,75.0,71.0,74.0,69.0,75.0,80.0,8.0,13.0,15.0,6.0,9.0,3.2
Belgium,19.0,Diego Moreira,MF,Strasbourg,"Liège, Belgium",2004-08-06,21.846,1.fr,Belgium,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,11.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,3.533333333333333,0.0,0.0,0.0,6.0,38.0,8.0,3.0,6.0,0.0,2.0,8.83,6.400000000000001,,,,,,,,,,,,,,,,5,70,14.0,13,0.0,,2.0,3.4051134951146325,3,1,-2.0518378367680654,0.0,0.0,0.8511066398390342,0.0,0.6929510155316607,0.0,0.0,0.824829931972789,0.8349063452882242,0.0,2,Defensor / Mediocampista Posicional,,58.0,72.0,,,65.0,53.0,57.0,62.0,47.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Belgium,25.0,Nathan Ngoy,DF,Lille,Belgium,2003-06-10,23.0027,1.fr,Belgium,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,71.4,6.0,152.0,2.0,2.0,58.0,0.0,2.5,18.0,4.0,7.0,2.45,-0.17,,,,,,,,,,,,,,,,12,689,57.41666666666666,73,0.0,,0.0,0.1670579875177855,2,1,-1.5772273464529656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Defensor / Mediocampista Posicional,262071.0,57.0,73.0,400000.0,700.0,73.0,30.0,35.0,46.0,56.0,62.0,24.0,32.0,51.0,41.0,16.0,47.0,71.0,74.0,57.0,58.0,59.0,41.0,69.0,55.0,68.0,22.0,52.0,55.0,14.0,22.0,46.0,55.0,58.0,56.0,12.0,15.0,8.0,6.0,13.0,0.0
Belgium,24.0,Amadou Onana,MF,Aston Villa,"Brussels, Belgium",2001-08-16,24.8186,1.eng,Belgium,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,12.0,228.0,3.766666666666667,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.19,0.0,0.19,0.19,0.19,3.766666666666667,2.0,6.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2.0,0.0,6.0,16.0,0.0,0.0,0.0,170.0,49.8,12.0,215.0,2.0,6.0,81.0,0.0,2.1366666666666667,30.0,14.0,5.333333333333333,1.4966666666666668,-1.876666666666667,,,,,,,,,,,,,,,,13,237,18.23076923076923,48,1.52,114.0,6.0,-0.6322783284795578,3,1,-0.1333049396072503,0.19,0.0,1.5929203539823007,0.0,4.2477876106194685,1.5929203539823007,0.0,2.1238938053097343,3.1858407079646014,0.5309734513274336,3,Destructor / Recuperador,257057.0,68.0,83.0,2700000.0,6000.0,71.0,53.0,61.0,66.0,66.0,74.0,45.0,54.0,62.0,69.0,42.0,67.0,68.0,74.0,64.0,58.0,52.0,59.0,68.0,68.0,79.0,49.0,70.0,65.0,53.0,62.0,59.0,64.0,68.0,71.0,7.0,12.0,12.0,9.0,10.0,0.48
Belgium,13.0,Mike Penders,GK,Strasbourg,"Maasmechelen, Belgium",2005-07-31,20.8624,1.fr,Belgium,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,1,6,6.0,1,0.0,,0.0,-2.92657915581144,1,1,-2.89338231905004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,Guardameta / Portero,,59.0,70.0,,,66.0,58.0,60.0,66.0,48.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Belgium,23.0,Nicolas Raskin,MF,Rangers,"Liège, Belgium",2001-02-23,25.2957,1.sct,Belgium,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,16.0,186.0,5.333333333333333,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.3,0.0,0.3,0.3,0.3,5.333333333333333,4.0,22.0,8.0,36.4,1.86,0.68,0.18,0.5,0.0,0.0,0.0,26.0,12.0,0.0,12.0,10.0,22.0,0.0,0.0,0.0,188.0,64.10000000000001,16.0,243.0,8.0,6.0,54.0,2.0,2.303333333333333,50.0,10.0,13.333333333333334,2.5866666666666664,-0.3833333333333333,,,,,,,,,,,,,,,,6,299,49.833333333333336,34,0.48,46.5,15.0,0.365851517941777,3,4,0.3858924748526445,0.3,0.0,4.125,1.5,4.125,1.875,2.25,4.875,2.25,0.0,3,Destructor / Recuperador,239810.0,71.0,83.0,4500000.0,8000.0,69.0,62.0,72.0,72.0,66.0,73.0,68.0,57.0,66.0,71.0,67.0,74.0,71.0,68.0,77.0,67.0,77.0,71.0,80.0,78.0,68.0,68.0,78.0,69.0,54.0,73.0,68.0,61.0,69.0,63.0,14.0,14.0,13.0,11.0,7.0,3.52
